Date,Open,High,Low,Close,Difference,Shares Traded,Turnover (Rs. Cr),EHL,VHL,HL,N,HP,VHP,EHP,Status
03-May-13,5993.5,6000.3,5930.15,5944,49.5,145754275,6590.91,0,0,0,0,0,1,0,5
06-May-13,5944.9,5976.5,5928.45,5971.05,-26.15,110166713,4612.49,0,0,1,0,0,0,0,2
07-May-13,5983.45,6050.5,5982.95,6043.55,-60.1,136372981,5572.16,0,1,0,0,0,0,0,1
08-May-13,6064.15,6083.55,6024.95,6069.3,-5.15,122278698,5159.97,0,0,0,1,0,0,0,3
09-May-13,6078.35,6084.7,6040.45,6050.15,28.2,109997276,5164.76,0,0,0,0,1,0,0,4
10-May-13,6046.25,6105.3,6045.6,6094.75,-48.5,111351573,5162.22,0,1,0,0,0,0,0,1
11-May-13,6088.2,6114.55,6084.15,6107.25,-19.05,7991165,355.74,0,0,1,0,0,0,0,2
13-May-13,6098.2,6104.95,5972.9,5980.45,117.75,107948706,4633.05,0,0,0,0,0,1,0,5
14-May-13,5989.7,6026.2,5970.05,5995.4,-5.7,119265483,4921.65,0,0,0,1,0,0,0,3
15-May-13,6018.85,6157.1,6018.85,6146.75,-127.9,153892843,7240.73,0,1,0,0,0,0,0,1
16-May-13,6128.25,6187.3,6128.25,6169.9,-41.65,158635506,6733.31,0,1,0,0,0,0,0,1
17-May-13,6172.95,6199.95,6146.15,6187.3,-14.35,147280254,5870.44,0,0,0,1,0,0,0,3
20-May-13,6198,6229.45,6146.05,6156.9,41.1,122252978,5589.97,0,0,0,0,1,0,0,4
21-May-13,6152.35,6180.25,6102.35,6114.1,38.25,130589228,5122.71,0,0,0,0,1,0,0,4
22-May-13,6127.05,6147.6,6074.45,6094.5,32.55,133763685,5837.19,0,0,0,0,1,0,0,4
23-May-13,6050.4,6081.45,5955.7,5967.05,83.35,198930489,8230.1,0,0,0,0,0,1,0,5
24-May-13,6010.7,6015.3,5936.8,5983.55,27.15,161622562,6193,0,0,0,0,1,0,0,4
27-May-13,5989.4,6099.9,5975.55,6083.15,-93.75,115115365,4961.15,0,1,0,0,0,0,0,1
28-May-13,6086.35,6127.65,6055.4,6111.25,-24.9,139668916,5481.14,0,0,1,0,0,0,0,2
29-May-13,6120.45,6125.05,6069.8,6104.3,16.15,120205054,5135.8,0,0,0,0,1,0,0,4
30-May-13,6072.15,6133.75,6072.15,6124.05,-51.9,194092801,7794.82,0,1,0,0,0,0,0,1
31-May-13,6098.7,6106.25,5975.55,5985.95,112.75,175311989,7223.11,0,0,0,0,0,1,0,5
03-Jun-13,5997.35,6011,5916.35,5939.3,58.05,112123535,5702.24,0,0,0,0,0,1,0,5
04-Jun-13,5941.1,5981.6,5910.25,5919.45,21.65,114450873,4990.51,0,0,0,0,1,0,0,4
05-Jun-13,5908.3,5935.2,5883.7,5923.85,-15.55,110223279,4691.39,0,0,0,1,0,0,0,3
06-Jun-13,5895,5956.55,5869.5,5921.4,-26.4,114174694,4961.54,0,0,1,0,0,0,0,2
07-Jun-13,5900.05,5972.7,5871.3,5881,19.05,118346364,4888.65,0,0,0,0,1,0,0,4
10-Jun-13,5907.9,5931.65,5857.4,5878,29.9,100130739,4304.75,0,0,0,0,1,0,0,4
11-Jun-13,5848.75,5868.05,5780.35,5788.8,59.95,180902123,6695.57,0,0,0,0,0,1,0,5
12-Jun-13,5771.75,5792.9,5738.6,5760.2,11.55,140394424,5894.04,0,0,0,1,0,0,0,3
13-Jun-13,5709.35,5729.85,5683.1,5699.1,10.25,142041404,5462.45,0,0,0,1,0,0,0,3
14-Jun-13,5748.95,5819.4,5739.4,5808.4,-59.45,124410018,5121.33,0,1,0,0,0,0,0,1
17-Jun-13,5820.4,5854.9,5770.25,5850.05,-29.65,107160887,4560.84,0,0,1,0,0,0,0,2
18-Jun-13,5841.9,5863.4,5804.3,5813.6,28.3,117541145,4591.91,0,0,0,0,1,0,0,4
19-Jun-13,5805.75,5828.4,5777.9,5822.25,-16.5,115539008,4643.17,0,0,1,0,0,0,0,2
20-Jun-13,5754.15,5755,5645.65,5655.9,98.25,198400131,7148,0,0,0,0,0,1,0,5
21-Jun-13,5639.9,5686.15,5616.85,5667.65,-27.75,182410583,6697.18,0,0,1,0,0,0,0,2
24-Jun-13,5638.05,5640,5566.25,5590.25,47.8,193488581,6308.88,0,0,0,0,0,1,0,5
25-Jun-13,5606.95,5666.25,5570.25,5609.1,-2.15,196571543,6792.49,0,0,0,1,0,0,0,3
26-Jun-13,5627.95,5635.25,5579.35,5588.7,39.25,160095940,5939.3,0,0,0,0,1,0,0,4
27-Jun-13,5647.95,5699.35,5630.95,5682.35,-34.4,239029425,9184.29,0,0,1,0,0,0,0,2
28-Jun-13,5749.5,5852.95,5749.5,5842.2,-92.7,214402430,8753.33,0,1,0,0,0,0,0,1
01-Jul-13,5834.1,5904.35,5822.2,5898.85,-64.75,144794030,5405.72,0,1,0,0,0,0,0,1
02-Jul-13,5885.5,5898.8,5852.3,5857.55,27.95,145721790,5163.09,0,0,0,0,1,0,0,4
03-Jul-13,5811.95,5815,5760.4,5770.9,41.05,160523863,5219.24,0,0,0,0,1,0,0,4
04-Jul-13,5794.75,5848.2,5786.05,5836.95,-42.2,151929179,5429.87,0,1,0,0,0,0,0,1
05-Jul-13,5889.95,5900.45,5858.45,5867.9,22.05,123586417,4303.93,0,0,0,0,1,0,0,4
08-Jul-13,5833.15,5833.85,5775.55,5811.55,21.6,127624733,4823.52,0,0,0,0,1,0,0,4
09-Jul-13,5834.6,5864.95,5834.6,5859,-24.4,110427867,4661.55,0,0,1,0,0,0,0,2
10-Jul-13,5869.9,5879.35,5802.85,5816.7,53.2,117516350,4820.53,0,0,0,0,0,1,0,5
11-Jul-13,5894.5,5948.85,5887.95,5935.1,-40.6,120195681,4882.29,0,1,0,0,0,0,0,1
12-Jul-13,6000.5,6019,5951.15,6009,-8.5,127707078,6591.27,0,0,0,1,0,0,0,3
15-Jul-13,5991.2,6038.2,5980.95,6030.8,-39.6,116275729,4641.97,0,0,1,0,0,0,0,2
16-Jul-13,5930.8,5966.05,5910.95,5955.25,-24.45,151162819,5915.8,0,0,1,0,0,0,0,2
17-Jul-13,5972.25,5989.8,5926.75,5973.3,-1.05,191516153,8349.59,0,0,0,1,0,0,0,3
18-Jul-13,5984.7,6051.1,5974.55,6038.05,-53.35,171728134,7774.83,0,1,0,0,0,0,0,1
19-Jul-13,6057.2,6066.85,6020.25,6029.2,28,163311714,7987.75,0,0,0,0,1,0,0,4
22-Jul-13,6009.75,6064.15,6004.25,6031.8,-22.05,115168337,5117.19,0,0,1,0,0,0,0,2
23-Jul-13,6064.3,6093.35,6061.3,6077.8,-13.5,126469251,5459.62,0,0,0,1,0,0,0,3
24-Jul-13,6032.2,6047.25,5962.6,5990.5,41.7,151931749,6413.64,0,0,0,0,1,0,0,4
25-Jul-13,5970.4,5990.65,5896.4,5907.5,62.9,237081135,8762.77,0,0,0,0,0,1,0,5
26-Jul-13,5937.95,5944.5,5869.5,5886.2,51.75,174535664,6419.86,0,0,0,0,0,1,0,5
29-Jul-13,5869.95,5886,5825.8,5831.65,38.3,173430612,4812.3,0,0,0,0,1,0,0,4
30-Jul-13,5836.05,5861.3,5747.6,5755.05,81,181489174,6006.91,0,0,0,0,0,1,0,5
31-Jul-13,5738.35,5752.1,5675.75,5742,-3.65,235469131,8717.16,0,0,0,1,0,0,0,3
01-Aug-13,5776.9,5808.5,5676.85,5727.85,49.05,216762208,7164.04,0,0,0,0,0,1,0,5
02-Aug-13,5750.05,5761.85,5649,5677.9,72.15,222494469,6350.26,0,0,0,0,0,1,0,5
05-Aug-13,5682.4,5721,5661.5,5685.4,-3,197167952,5575.21,0,0,0,1,0,0,0,3
06-Aug-13,5664.9,5664.9,5521.8,5542.25,122.65,216227972,6424.42,0,0,0,0,0,1,0,5
07-Aug-13,5549.3,5561.45,5486.85,5519.1,30.2,245010773,7725.23,0,0,0,0,1,0,0,4
08-Aug-13,5510.05,5577.6,5510.05,5565.65,-55.6,204918722,6968.85,0,1,0,0,0,0,0,1
12-Aug-13,5606.7,5644.1,5557.1,5612.4,-5.7,195708484,7063.92,0,0,0,1,0,0,0,3
13-Aug-13,5600.25,5704.75,5578.9,5699.3,-99.05,222997337,7073.34,0,1,0,0,0,0,0,1
14-Aug-13,5715.4,5754.55,5690.2,5742.3,-26.9,223656483,6970.2,0,0,1,0,0,0,0,2
16-Aug-13,5705.45,5716.6,5496.05,5507.85,197.6,248094094,8807.27,0,0,0,0,0,1,0,5
19-Aug-13,5497.55,5499.65,5360.65,5414.75,82.8,219672819,6713.03,0,0,0,0,0,1,0,5
20-Aug-13,5353.45,5417.8,5306.35,5401.45,-48,261052792,7982.22,0,1,0,0,0,0,0,1
21-Aug-13,5494.45,5504.1,5268.45,5302.55,191.9,255004311,8509.29,0,0,0,0,0,1,0,5
22-Aug-13,5282.8,5418.95,5254.05,5408.45,-125.65,284468531,9075.86,0,1,0,0,0,0,0,1
23-Aug-13,5428.75,5478.8,5377.8,5471.75,-43,251511910,7763.2,0,1,0,0,0,0,0,1
26-Aug-13,5499.4,5528.7,5454.45,5476.5,22.9,241996358,6465.02,0,0,0,0,1,0,0,4
27-Aug-13,5426.5,5427.4,5274.25,5287.45,139.05,306037010,8236.84,0,0,0,0,0,1,0,5
28-Aug-13,5233.45,5317.7,5118.85,5285,-51.55,335993745,10705.51,0,1,0,0,0,0,0,1
29-Aug-13,5316.5,5428.9,5303,5409.05,-92.55,326499273,10580.48,0,1,0,0,0,0,0,1
30-Aug-13,5407.45,5493.3,5360.2,5471.8,-64.35,336401705,11431.52,0,1,0,0,0,0,0,1
02-Sep-13,5480.25,5564.9,5478.85,5550.75,-70.5,214232444,6135.94,0,1,0,0,0,0,0,1
03-Sep-13,5574.7,5580.95,5323.75,5341.45,233.25,250298844,7304.81,0,0,0,0,0,1,0,5
04-Sep-13,5358.65,5460.25,5318.9,5448.1,-89.45,237230494,7252.61,0,1,0,0,0,0,0,1
05-Sep-13,5553.75,5625.75,5552.7,5592.95,-39.2,274937515,9484.19,0,0,1,0,0,0,0,2
06-Sep-13,5617.45,5688.6,5566.15,5680.4,-62.95,253030740,8821.54,0,1,0,0,0,0,0,1
10-Sep-13,5738.5,5904.85,5738.2,5896.75,-158.25,275244175,10307.97,0,1,0,0,0,0,0,1
11-Sep-13,5887.25,5924.35,5832.7,5913.15,-25.9,265006808,7980.51,0,0,1,0,0,0,0,2
12-Sep-13,5931.15,5932,5815.8,5850.7,80.45,272987246,7667.76,0,0,0,0,0,1,0,5
13-Sep-13,5828,5884.3,5822.9,5850.6,-22.6,190768447,6403.37,0,0,1,0,0,0,0,2
16-Sep-13,5930.3,5957.25,5798.15,5840.55,89.75,219455842,7819.05,0,0,0,0,0,1,0,5
17-Sep-13,5824.2,5857.8,5804.9,5850.2,-26,157938740,5550.64,0,0,1,0,0,0,0,2
18-Sep-13,5872.75,5916.9,5840.2,5899.45,-26.7,153585493,5369.63,0,0,1,0,0,0,0,2
19-Sep-13,6044.15,6142.5,6040.15,6115.55,-71.4,287191701,11291.28,0,1,0,0,0,0,0,1
20-Sep-13,6104.55,6130.95,5932.85,6012.1,92.45,318645265,11587.18,0,0,0,0,0,1,0,5
23-Sep-13,5945.8,5989.4,5871.4,5889.75,56.05,188322506,6596.17,0,0,0,0,0,1,0,5
24-Sep-13,5855,5938.4,5854.55,5892.45,-37.45,187578148,7002.84,0,0,1,0,0,0,0,2
25-Sep-13,5901.55,5910.55,5811.1,5873.85,27.7,200162195,6988.96,0,0,0,0,1,0,0,4
26-Sep-13,5872.8,5917.65,5864.1,5882.25,-9.45,220589737,7761.99,0,0,0,1,0,0,0,3
27-Sep-13,5905.55,5909.2,5819.3,5833.2,72.35,163067913,5303.31,0,0,0,0,0,1,0,5
30-Sep-13,5801.05,5810.2,5718.5,5735.3,65.75,155674706,5642.77,0,0,0,0,0,1,0,5
01-Oct-13,5756.1,5786.45,5700.95,5780.05,-23.95,159247089,5075.7,0,0,1,0,0,0,0,2
03-Oct-13,5819.1,5917.6,5802.7,5909.7,-90.6,199793235,7481.97,0,1,0,0,0,0,0,1
04-Oct-13,5891.3,5950.45,5885,5907.3,-16,191469248,6052.47,0,0,1,0,0,0,0,2
07-Oct-13,5889.05,5912,5825.85,5906.15,-17.1,156387945,5348.49,0,0,1,0,0,0,0,2
08-Oct-13,5975,5981.7,5913,5928.4,46.6,158527593,5950.47,0,0,0,0,1,0,0,4
09-Oct-13,5893.25,6015.5,5877.1,6007.45,-114.2,192037125,6904.96,0,1,0,0,0,0,0,1
10-Oct-13,6001.05,6033.95,5979.8,6020.95,-19.9,159607329,6163.68,0,0,1,0,0,0,0,2
11-Oct-13,6104.85,6107.6,6046.4,6096.2,8.65,180834257,8283.09,0,0,0,1,0,0,0,3
14-Oct-13,6093,6124.1,6082.9,6112.7,-19.7,142173640,5989.37,0,0,1,0,0,0,0,2
15-Oct-13,6147.55,6156.3,6056.55,6089.05,58.5,218304334,6745.02,0,0,0,0,0,1,0,5
17-Oct-13,6098.5,6110.75,6032.55,6045.85,52.65,230561463,8158.31,0,0,0,0,0,1,0,5
18-Oct-13,6070.9,6201.45,6070.9,6189.35,-118.45,250339955,8353.23,0,1,0,0,0,0,0,1
21-Oct-13,6202,6218.95,6163.3,6204.95,-2.95,196989071,7341.25,0,0,0,1,0,0,0,3
22-Oct-13,6192.3,6220.1,6181.8,6202.8,-10.5,161943721,5850.72,0,0,0,1,0,0,0,3
23-Oct-13,6209.55,6217.95,6116.6,6178.35,31.2,188285223,6921.65,0,0,0,0,1,0,0,4
24-Oct-13,6162.8,6252.45,6142.95,6164.35,-1.55,176235553,6737.2,0,0,0,1,0,0,0,3
25-Oct-13,6154,6174.75,6125.95,6144.9,9.1,144531462,5582.82,0,0,0,1,0,0,0,3
28-Oct-13,6155.1,6168.75,6094.1,6101.1,54,146340691,5282.79,0,0,0,0,0,1,0,5
29-Oct-13,6107.55,6228.05,6079.2,6220.9,-113.35,197348371,7572.87,0,1,0,0,0,0,0,1
30-Oct-13,6230.8,6269.2,6222.6,6251.7,-20.9,177583848,6861.84,0,0,1,0,0,0,0,2
31-Oct-13,6237.15,6309.05,6235.9,6299.15,-62,239607127,9560.54,0,1,0,0,0,0,0,1
01-Nov-13,6289.75,6332.6,6286.95,6307.2,-17.45,191639789,7371.92,0,0,1,0,0,0,0,2
03-Nov-13,6332.05,6342.95,6311.15,6317.35,14.7,23856924,858.24,0,0,0,0,1,0,0,4
05-Nov-13,6282.15,6304.75,6244.3,6253.15,29,181053761,6598.06,0,0,0,0,1,0,0,4
06-Nov-13,6260.55,6269.7,6208.7,6215.15,45.4,157080263,5461.18,0,0,0,0,1,0,0,4
07-Nov-13,6228.9,6288.95,6180.8,6187.25,41.65,168832431,6274.13,0,0,0,0,1,0,0,4
08-Nov-13,6170.15,6185.15,6120.95,6140.75,29.4,150051986,5977.34,0,0,0,0,1,0,0,4
11-Nov-13,6110.4,6141.65,6067.75,6078.8,31.6,146060450,5678.81,0,0,0,0,1,0,0,4
12-Nov-13,6087.25,6108.7,6011.75,6018.05,69.2,153812590,5646.24,0,0,0,0,0,1,0,5
13-Nov-13,5998.85,6042.25,5972.45,5989.6,9.25,162538228,6738.41,0,0,0,1,0,0,0,3
14-Nov-13,6037,6101.65,6036.65,6056.15,-19.15,154913925,5872.61,0,0,1,0,0,0,0,2
18-Nov-13,6111.05,6196.8,6110.4,6189,-77.95,163991212,6279.02,0,1,0,0,0,0,0,1
19-Nov-13,6197.25,6212.4,6180.2,6203.35,-6.1,161514064,6020.17,0,0,0,1,0,0,0,3
20-Nov-13,6186.85,6204.35,6106.95,6122.9,63.95,155794838,5493.72,0,0,0,0,0,1,0,5
21-Nov-13,6096.5,6097.35,5985.4,5999.05,97.45,137232011,5457.87,0,0,0,0,0,1,0,5
22-Nov-13,6027.35,6049.6,5972.8,5995.45,31.9,134755917,4804.74,0,0,0,0,1,0,0,4
25-Nov-13,6035.95,6123.5,6035.95,6115.35,-79.4,127195086,5113.81,0,1,0,0,0,0,0,1
26-Nov-13,6099.25,6112.7,6047.75,6059.1,40.15,150661397,5975.26,0,0,0,0,1,0,0,4
27-Nov-13,6062.7,6074,6030.3,6057.1,5.6,124875896,4780.5,0,0,0,1,0,0,0,3
28-Nov-13,6092,6112.95,6068.3,6091.85,0.15,195315802,6589.55,0,0,0,1,0,0,0,3
29-Nov-13,6103.9,6182.5,6103.8,6176.1,-72.2,190711115,5487.36,0,1,0,0,0,0,0,1
02-Dec-13,6171.15,6228.7,6171.15,6217.85,-46.7,145948276,5294.15,0,1,0,0,0,0,0,1
03-Dec-13,6204.25,6225.4,6191.4,6201.85,2.4,156852586,5474.29,0,0,0,1,0,0,0,3
04-Dec-13,6187.95,6209.15,6149.9,6160.95,27,186169067,5561.95,0,0,0,0,1,0,0,4
05-Dec-13,6262.45,6300.55,6232,6241.1,21.35,186060466,7519.34,0,0,0,0,1,0,0,4
06-Dec-13,6234.4,6275.35,6230.75,6259.9,-25.5,158539890,5692.11,0,0,1,0,0,0,0,2
09-Dec-13,6415,6415.25,6345,6363.9,51.1,198285630,8117.57,0,0,0,0,0,1,0,5
10-Dec-13,6354.7,6362.25,6307.55,6332.85,21.85,242412856,8646.17,0,0,0,0,1,0,0,4
11-Dec-13,6307.2,6326.6,6280.25,6307.9,-0.7,148196394,5672.66,0,0,0,1,0,0,0,3
12-Dec-13,6276.75,6286.85,6230.55,6237.05,39.7,148533899,5175.39,0,0,0,0,1,0,0,4
13-Dec-13,6201.3,6208.6,6161.4,6168.4,32.9,169650657,6403.01,0,0,0,0,1,0,0,4
16-Dec-13,6168.35,6183.25,6146.05,6154.7,13.65,146451539,5445.51,0,0,0,1,0,0,0,3
17-Dec-13,6178.2,6190.55,6133,6139.05,39.15,154174701,5676.19,0,0,0,0,1,0,0,4
18-Dec-13,6129.95,6236,6129.95,6217.15,-87.2,243250558,7498.21,0,1,0,0,0,0,0,1
19-Dec-13,6253.9,6263.75,6150.7,6166.65,87.25,437039204,9005.49,0,0,0,0,0,1,0,5
20-Dec-13,6179.95,6284.5,6170.35,6274.25,-94.3,171969981,6359.37,0,1,0,0,0,0,0,1
23-Dec-13,6267.2,6317.5,6266.95,6284.5,-17.3,131187586,4746.66,0,0,1,0,0,0,0,2
24-Dec-13,6296.45,6301.5,6262,6268.4,28.05,107642909,3780.9,0,0,0,0,1,0,0,4
26-Dec-13,6270.1,6302.75,6259.45,6278.9,-8.8,182310258,6457.23,0,0,0,1,0,0,0,3
27-Dec-13,6292.8,6324.9,6289.4,6313.8,-21,96867388,3797.25,0,0,1,0,0,0,0,2
30-Dec-13,6336.4,6344.05,6273.15,6291.1,45.3,101271820,3977.23,0,0,0,0,1,0,0,4
31-Dec-13,6307.35,6317.3,6287.3,6304,3.35,103439312,3032.11,0,0,0,1,0,0,0,3
01-Jan-14,6323.8,6327.2,6298.25,6301.65,22.15,69567668,2015.36,0,0,0,0,1,0,0,4
02-Jan-14,6301.25,6358.3,6211.3,6221.15,80.1,158132556,5249.79,0,0,0,0,0,1,0,5
03-Jan-14,6194.55,6221.7,6171.25,6211.15,-16.6,139043889,5369.42,0,0,1,0,0,0,0,2
06-Jan-14,6220.85,6224.7,6170.25,6191.45,29.4,118344976,4722.67,0,0,0,0,1,0,0,4
07-Jan-14,6203.9,6221.5,6144.75,6162.25,41.65,138559000,5696.6,0,0,0,0,1,0,0,4
08-Jan-14,6178.05,6192.1,6160.35,6174.6,3.45,146912639,5816.54,0,0,0,1,0,0,0,3
09-Jan-14,6181.7,6188.05,6148.25,6168.35,13.35,150064466,5908.02,0,0,0,1,0,0,0,3
10-Jan-14,6178.85,6239.1,6139.6,6171.45,7.4,159920407,7347.29,0,0,0,1,0,0,0,3
13-Jan-14,6189.55,6288.2,6189.55,6272.75,-83.2,135009945,5984.02,0,1,0,0,0,0,0,1
14-Jan-14,6260.25,6280.35,6234.15,6241.85,18.4,110231153,4703.01,0,0,0,0,1,0,0,4
15-Jan-14,6265.95,6325.2,6265.3,6320.9,-54.95,145922867,6422.97,0,1,0,0,0,0,0,1
16-Jan-14,6341.35,6346.5,6299.85,6318.9,22.45,153420441,6758.63,0,0,0,0,1,0,0,4
17-Jan-14,6306.25,6327.1,6246.35,6261.65,44.6,167719501,7895.92,0,0,0,0,1,0,0,4
20-Jan-14,6261.75,6307.45,6243.35,6303.95,-42.2,122136071,5499.51,0,1,0,0,0,0,0,1
21-Jan-14,6320.15,6330.3,6297.9,6313.8,6.35,141728380,5831.26,0,0,0,1,0,0,0,3
22-Jan-14,6309.05,6349.95,6287.45,6338.95,-29.9,137490525,5635.92,0,0,1,0,0,0,0,2
23-Jan-14,6325.95,6355.6,6316.4,6345.65,-19.7,120054602,5278.88,0,0,1,0,0,0,0,2
24-Jan-14,6301.65,6331.45,6263.9,6266.75,34.9,160270856,6209.06,0,0,0,0,1,0,0,4
27-Jan-14,6186.3,6188.55,6130.25,6135.85,50.45,190442601,7091.1,0,0,0,0,0,1,0,5
28-Jan-14,6131.85,6163.6,6085.95,6126.25,5.6,184111740,7710.08,0,0,0,1,0,0,0,3
29-Jan-14,6161,6170.45,6109.8,6120.25,40.75,146733030,6487.39,0,0,0,0,1,0,0,4
30-Jan-14,6067,6082.85,6027.25,6073.7,-6.7,208061426,7694.04,0,0,0,1,0,0,0,3
31-Jan-14,6082.75,6097.85,6067.35,6089.5,-6.75,146713083,5407.1,0,0,0,1,0,0,0,3
03-Feb-14,6058.8,6074.85,5994.45,6001.8,57,134893587,4635.69,0,0,0,0,0,1,0,5
04-Feb-14,5947.6,6017.8,5933.3,6000.9,-53.3,183252654,6075.02,0,1,0,0,0,0,0,1
05-Feb-14,6004.25,6028.05,5962.05,6022.4,-18.15,166627311,5572.13,0,0,1,0,0,0,0,2
06-Feb-14,6028.35,6048.35,5965.4,6036.3,-7.95,185503324,6291.97,0,0,0,1,0,0,0,3
07-Feb-14,6077.65,6079.95,6030.9,6063.2,14.45,181932292,5591.39,0,0,0,0,1,0,0,4
10-Feb-14,6072.8,6083.05,6046.4,6053.45,19.35,133070328,4762.89,0,0,0,0,1,0,0,4
11-Feb-14,6072.45,6081.85,6053.25,6062.7,9.75,150520900,5268.8,0,0,0,1,0,0,0,3
12-Feb-14,6085.35,6106.6,6077.4,6084,1.35,138547391,5351.08,0,0,0,1,0,0,0,3
13-Feb-14,6087.55,6094.4,5991.1,6001.1,86.45,153652371,5037.18,0,0,0,0,0,1,0,5
14-Feb-14,6023.75,6056.4,5984.6,6048.35,-24.6,140204479,5539.7,0,0,1,0,0,0,0,2
17-Feb-14,6057.1,6080.65,6038.3,6073.3,-16.2,108492457,4455.65,0,0,1,0,0,0,0,2
18-Feb-14,6071.3,6141.7,6066.8,6127.1,-55.8,126639146,4592.38,0,1,0,0,0,0,0,1
19-Feb-14,6132.05,6160.35,6125.75,6152.75,-20.7,95248833,3735.52,0,0,1,0,0,0,0,2
20-Feb-14,6127.15,6129.1,6086.45,6091.45,35.7,132108928,4344.77,0,0,0,0,1,0,0,4
21-Feb-14,6108.3,6159.65,6108,6155.45,-47.15,112596128,4001.93,0,1,0,0,0,0,0,1
24-Feb-14,6140.95,6191.85,6130.8,6186.1,-45.15,144877047,4424.81,0,1,0,0,0,0,0,1
25-Feb-14,6205.7,6216.85,6176.6,6200.05,5.65,146259298,4782.95,0,0,0,1,0,0,0,3
26-Feb-14,6202.45,6245.95,6202.1,6238.8,-36.35,181663811,6641.33,0,0,1,0,0,0,0,2
28-Feb-14,6228.45,6282.7,6228.1,6276.95,-48.5,209914263,7869.42,0,1,0,0,0,0,0,1
03-Mar-14,6264.35,6277.75,6212.25,6221.45,42.9,144562338,5040.12,0,0,0,0,1,0,0,4
04-Mar-14,6216.75,6302.15,6215.7,6297.95,-81.2,166818924,5550.29,0,1,0,0,0,0,0,1
05-Mar-14,6328.45,6336.25,6287.8,6328.65,-0.2,160300066,5754.58,0,0,0,1,0,0,0,3
06-Mar-14,6344.75,6406.6,6339.7,6401.15,-56.4,180731810,5844.96,0,1,0,0,0,0,0,1
07-Mar-14,6413.95,6537.8,6413.55,6526.65,-112.7,284922346,11368.15,0,1,0,0,0,0,0,1
10-Mar-14,6491.7,6562.2,6487.35,6537.25,-45.55,242143703,9992.74,0,1,0,0,0,0,0,1
11-Mar-14,6537.35,6562.85,6494.25,6511.9,25.45,238994883,8268.67,0,0,0,0,1,0,0,4
12-Mar-14,6497.5,6546.15,6487.3,6516.9,-19.4,174977068,6176.54,0,0,1,0,0,0,0,2
13-Mar-14,6491.75,6561.45,6476.65,6493.1,-1.35,167858387,8356.1,0,0,0,1,0,0,0,3
14-Mar-14,6447.25,6518.45,6432.7,6504.2,-56.95,177336088,7114.55,0,1,0,0,0,0,0,1
18-Mar-14,6532.45,6574.95,6497.65,6516.65,15.8,179308616,7268.52,0,0,0,0,1,0,0,4
19-Mar-14,6530,6541.2,6506,6524.05,5.95,172464722,7666.24,0,0,0,1,0,0,0,3
20-Mar-14,6508.35,6523.65,6473.25,6483.1,25.25,141984189,6280.76,0,0,0,0,1,0,0,4
21-Mar-14,6515.2,6522.9,6485.7,6493.2,22,189854420,8841.94,0,0,0,0,1,0,0,4
22-Mar-14,6497.8,6502.65,6481.35,6494.9,2.9,9774392,373.66,0,0,0,1,0,0,0,3
24-Mar-14,6510.5,6591.5,6510.5,6583.5,-73,158395722,6633.77,0,1,0,0,0,0,0,1
25-Mar-14,6550.1,6595.55,6544.85,6589.75,-39.65,168125064,6475.61,0,0,1,0,0,0,0,2
26-Mar-14,6615.65,6627.45,6580.6,6601.4,14.25,186570474,7046.34,0,0,0,0,1,0,0,4
27-Mar-14,6613.1,6673.95,6599.5,6641.75,-28.65,312383468,12924.37,0,0,1,0,0,0,0,2
28-Mar-14,6673.05,6702.6,6643.8,6695.9,-22.85,134114378,6862.55,0,0,1,0,0,0,0,2
31-Mar-14,6723.15,6730.05,6662.4,6704.2,18.95,177579421,7743.3,0,0,0,0,1,0,0,4
01-Apr-14,6729.5,6732.25,6675.45,6721.05,8.45,147136671,7174.14,0,0,0,1,0,0,0,3
02-Apr-14,6757.6,6763.5,6723.6,6752.55,5.05,173335875,8007.75,0,0,0,1,0,0,0,3
03-Apr-14,6772.05,6776.75,6696.9,6736.1,35.95,197546648,7738.58,0,0,0,0,1,0,0,4
04-Apr-14,6741.85,6741.85,6685.15,6694.35,47.5,155127592,6676.88,0,0,0,0,1,0,0,4
07-Apr-14,6694.25,6725.15,6650.4,6695.05,-0.8,133947319,6707.01,0,0,0,1,0,0,0,3
09-Apr-14,6722,6808.7,6705.1,6796.2,-74.2,169794626,8892.66,0,1,0,0,0,0,0,1
10-Apr-14,6803.05,6819.05,6777.3,6796.4,6.65,191125947,9079.6,0,0,0,1,0,0,0,3
11-Apr-14,6758.35,6789.35,6743.15,6776.3,-17.95,140734579,7463.19,0,0,1,0,0,0,0,2
15-Apr-14,6792.7,6813.4,6711.75,6733.1,59.6,123197822,7100.26,0,0,0,0,0,1,0,5
16-Apr-14,6727.25,6748.65,6665.15,6675.3,51.95,119768833,6168.64,0,0,0,0,0,1,0,5
17-Apr-14,6695.45,6783.05,6684.4,6779.4,-83.95,131488368,6952.58,0,1,0,0,0,0,0,1
21-Apr-14,6789.25,6825.45,6786.9,6817.65,-28.4,111840313,5711.98,0,0,1,0,0,0,0,2
22-Apr-14,6822.9,6838,6806.25,6815.35,7.55,114693049,5636.78,0,0,0,1,0,0,0,3
23-Apr-14,6823.25,6861.6,6820.75,6840.8,-17.55,182972972,9247.25,0,0,1,0,0,0,0,2
25-Apr-14,6855.8,6869.85,6772.85,6782.75,73.05,154320793,8021.33,0,0,0,0,0,1,0,5
